slug,word_count,title
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-clinical-judgment-priorities",2180,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-delegation-ucp-canada",2197,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-documentation-exam-focus",2189,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-home-community-nursing-canada",2193,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-ipac-routine-practices-canada",2193,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-ltc-ontario-shift-realities",2203,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-medication-safety-mar-canada",2205,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-patient-teaching-health-literacy",2190,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-rex-pn-ngn-item-thinking",2182,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pneumonia-respiratory-assessment-rpn-canada-sbar-escalation-canada",2186,"""Pneumonia assessment, oxygen titration themes, and vaccination teaching: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-acute-med-surg-canada",2190,"""Post-operative assessment, drains, and complication surveillance: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-clinical-judgment-priorities",2171,"""Post-operative assessment, drains, and complication surveillance: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-delegation-ucp-canada",2190,"""Post-operative assessment, drains, and complication surveillance: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-documentation-exam-focus",2178,"""Post-operative assessment, drains, and complication surveillance: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-home-community-nursing-canada",2184,"""Post-operative assessment, drains, and complication surveillance: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-ipac-routine-practices-canada",2180,"""Post-operative assessment, drains, and complication surveillance: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-ltc-ontario-shift-realities",2189,"""Post-operative assessment, drains, and complication surveillance: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-medication-safety-mar-canada",2196,"""Post-operative assessment, drains, and complication surveillance: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-patient-teaching-health-literacy",2186,"""Post-operative assessment, drains, and complication surveillance: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-rex-pn-ngn-item-thinking",2175,"""Post-operative assessment, drains, and complication surveillance: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-post-op-surgical-assessment-rpn-canada-sbar-escalation-canada",2177,"""Post-operative assessment, drains, and complication surveillance: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-acute-med-surg-canada",2214,"""Pressure injuries and staging essentials: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-clinical-judgment-priorities",2198,"""Pressure injuries and staging essentials: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-delegation-ucp-canada",2214,"""Pressure injuries and staging essentials: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-documentation-exam-focus",2204,"""Pressure injuries and staging essentials: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-home-community-nursing-canada",2210,"""Pressure injuries and staging essentials: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-ipac-routine-practices-canada",2210,"""Pressure injuries and staging essentials: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-ltc-ontario-shift-realities",2218,"""Pressure injuries and staging essentials: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-medication-safety-mar-canada",2218,"""Pressure injuries and staging essentials: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-patient-teaching-health-literacy",2214,"""Pressure injuries and staging essentials: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-rex-pn-ngn-item-thinking",2206,"""Pressure injuries and staging essentials: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-pressure-injury-staging-canada-sbar-escalation-canada",2202,"""Pressure injuries and staging essentials: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-acute-med-surg-canada",2187,"""Sodium restriction teaching and hidden salt counselling: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-clinical-judgment-priorities",2179,"""Sodium restriction teaching and hidden salt counselling: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-delegation-ucp-canada",2188,"""Sodium restriction teaching and hidden salt counselling: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-documentation-exam-focus",2183,"""Sodium restriction teaching and hidden salt counselling: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-home-community-nursing-canada",2191,"""Sodium restriction teaching and hidden salt counselling: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-ipac-routine-practices-canada",2183,"""Sodium restriction teaching and hidden salt counselling: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-ltc-ontario-shift-realities",2190,"""Sodium restriction teaching and hidden salt counselling: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-medication-safety-mar-canada",2194,"""Sodium restriction teaching and hidden salt counselling: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-patient-teaching-health-literacy",2183,"""Sodium restriction teaching and hidden salt counselling: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-rex-pn-ngn-item-thinking",2183,"""Sodium restriction teaching and hidden salt counselling: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-sodium-restriction-heart-failure-teaching-canada-sbar-escalation-canada",2183,"""Sodium restriction teaching and hidden salt counselling: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-acute-med-surg-canada",2201,"""Stroke recognition, FAST teaching, and time-sensitive communication: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-clinical-judgment-priorities",2200,"""Stroke recognition, FAST teaching, and time-sensitive communication: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-delegation-ucp-canada",2207,"""Stroke recognition, FAST teaching, and time-sensitive communication: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-documentation-exam-focus",2204,"""Stroke recognition, FAST teaching, and time-sensitive communication: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-home-community-nursing-canada",2211,"""Stroke recognition, FAST teaching, and time-sensitive communication: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-ipac-routine-practices-canada",2200,"""Stroke recognition, FAST teaching, and time-sensitive communication: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-ltc-ontario-shift-realities",2204,"""Stroke recognition, FAST teaching, and time-sensitive communication: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-medication-safety-mar-canada",2211,"""Stroke recognition, FAST teaching, and time-sensitive communication: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-patient-teaching-health-literacy",2200,"""Stroke recognition, FAST teaching, and time-sensitive communication: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-rex-pn-ngn-item-thinking",2202,"""Stroke recognition, FAST teaching, and time-sensitive communication: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-stroke-assessment-canadian-context-sbar-escalation-canada",2200,"""Stroke recognition, FAST teaching, and time-sensitive communication: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-subcut-insulin-rotation-safety-canada-acute-med-surg-canada",2198,"""Subcutaneous insulin administration, rotation, and hypoglycemia safety: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-subcut-insulin-rotation-safety-canada-clinical-judgment-priorities",2178,"""Subcutaneous insulin administration, rotation, and hypoglycemia safety: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-subcut-insulin-rotation-safety-canada-delegation-ucp-canada",2197,"""Subcutaneous insulin administration, rotation, and hypoglycemia safety: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-subcut-insulin-rotation-safety-canada-documentation-exam-focus",2184,"""Subcutaneous insulin administration, rotation, and hypoglycemia safety: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-subcut-insulin-rotation-safety-canada-home-community-nursing-canada",2191,"""Subcutaneous insulin administration, rotation, and hypoglycemia safety: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-subcut-insulin-rotation-safety-canada-ipac-routine-practices-canada",2191,"""Subcutaneous insulin administration, rotation, and hypoglycemia safety: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-subcut-insulin-rotation-safety-canada-ltc-ontario-shift-realities",2195,"""Subcutaneous insulin administration, rotation, and hypoglycemia safety: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-subcut-insulin-rotation-safety-canada-medication-safety-mar-canada",2203,"""Subcutaneous insulin administration, rotation, and hypoglycemia safety: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-subcut-insulin-rotation-safety-canada-patient-teaching-health-literacy",2190,"""Subcutaneous insulin administration, rotation, and hypoglycemia safety: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-subcut-insulin-rotation-safety-canada-rex-pn-ngn-item-thinking",2183,"""Subcutaneous insulin administration, rotation, and hypoglycemia safety: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-subcut-insulin-rotation-safety-canada-sbar-escalation-canada",2187,"""Subcutaneous insulin administration, rotation, and hypoglycemia safety: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-substance-use-stigma-harm-reduction-canada-acute-med-surg-canada",2216,"""Substance use, stigma reduction, and harm reduction considerations: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-substance-use-stigma-harm-reduction-canada-clinical-judgment-priorities",2200,"""Substance use, stigma reduction, and harm reduction considerations: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-substance-use-stigma-harm-reduction-canada-delegation-ucp-canada",2210,"""Substance use, stigma reduction, and harm reduction considerations: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-substance-use-stigma-harm-reduction-canada-documentation-exam-focus",2204,"""Substance use, stigma reduction, and harm reduction considerations: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-substance-use-stigma-harm-reduction-canada-home-community-nursing-canada",2211,"""Substance use, stigma reduction, and harm reduction considerations: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-substance-use-stigma-harm-reduction-canada-ipac-routine-practices-canada",2213,"""Substance use, stigma reduction, and harm reduction considerations: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-substance-use-stigma-harm-reduction-canada-ltc-ontario-shift-realities",2217,"""Substance use, stigma reduction, and harm reduction considerations: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-substance-use-stigma-harm-reduction-canada-medication-safety-mar-canada",2223,"""Substance use, stigma reduction, and harm reduction considerations: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-substance-use-stigma-harm-reduction-canada-patient-teaching-health-literacy",2213,"""Substance use, stigma reduction, and harm reduction considerations: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-substance-use-stigma-harm-reduction-canada-rex-pn-ngn-item-thinking",2202,"""Substance use, stigma reduction, and harm reduction considerations: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-substance-use-stigma-harm-reduction-canada-sbar-escalation-canada",2204,"""Substance use, stigma reduction, and harm reduction considerations: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-tb-exposure-airborne-ipac-canada-acute-med-surg-canada",2217,"""Tuberculosis precautions, airborne PPE language, and reporting themes: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-tb-exposure-airborne-ipac-canada-clinical-judgment-priorities",2200,"""Tuberculosis precautions, airborne PPE language, and reporting themes: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-tb-exposure-airborne-ipac-canada-delegation-ucp-canada",2215,"""Tuberculosis precautions, airborne PPE language, and reporting themes: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-tb-exposure-airborne-ipac-canada-documentation-exam-focus",2201,"""Tuberculosis precautions, airborne PPE language, and reporting themes: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-tb-exposure-airborne-ipac-canada-home-community-nursing-canada",2211,"""Tuberculosis precautions, airborne PPE language, and reporting themes: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-tb-exposure-airborne-ipac-canada-ipac-routine-practices-canada",2209,"""Tuberculosis precautions, airborne PPE language, and reporting themes: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-tb-exposure-airborne-ipac-canada-ltc-ontario-shift-realities",2221,"""Tuberculosis precautions, airborne PPE language, and reporting themes: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-tb-exposure-airborne-ipac-canada-medication-safety-mar-canada",2218,"""Tuberculosis precautions, airborne PPE language, and reporting themes: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-tb-exposure-airborne-ipac-canada-patient-teaching-health-literacy",2212,"""Tuberculosis precautions, airborne PPE language, and reporting themes: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-tb-exposure-airborne-ipac-canada-rex-pn-ngn-item-thinking",2204,"""Tuberculosis precautions, airborne PPE language, and reporting themes: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-tb-exposure-airborne-ipac-canada-sbar-escalation-canada",2207,"""Tuberculosis precautions, airborne PPE language, and reporting themes: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-urinary-catheter-caauti-ipac-canada-acute-med-surg-canada",2219,"""Urinary catheter care and CAUTI prevention in Canadian practice: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-urinary-catheter-caauti-ipac-canada-clinical-judgment-priorities",2199,"""Urinary catheter care and CAUTI prevention in Canadian practice: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-urinary-catheter-caauti-ipac-canada-delegation-ucp-canada",2218,"""Urinary catheter care and CAUTI prevention in Canadian practice: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-urinary-catheter-caauti-ipac-canada-documentation-exam-focus",2209,"""Urinary catheter care and CAUTI prevention in Canadian practice: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-urinary-catheter-caauti-ipac-canada-home-community-nursing-canada",2210,"""Urinary catheter care and CAUTI prevention in Canadian practice: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-urinary-catheter-caauti-ipac-canada-ipac-routine-practices-canada",2213,"""Urinary catheter care and CAUTI prevention in Canadian practice: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-urinary-catheter-caauti-ipac-canada-ltc-ontario-shift-realities",2216,"""Urinary catheter care and CAUTI prevention in Canadian practice: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-urinary-catheter-caauti-ipac-canada-medication-safety-mar-canada",2223,"""Urinary catheter care and CAUTI prevention in Canadian practice: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-urinary-catheter-caauti-ipac-canada-patient-teaching-health-literacy",2213,"""Urinary catheter care and CAUTI prevention in Canadian practice: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-urinary-catheter-caauti-ipac-canada-rex-pn-ngn-item-thinking",2208,"""Urinary catheter care and CAUTI prevention in Canadian practice: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-urinary-catheter-caauti-ipac-canada-sbar-escalation-canada",2205,"""Urinary catheter care and CAUTI prevention in Canadian practice: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-wound-dressing-selection-canada-acute-med-surg-canada",2193,"""Wound dressings, exudate, and infection surveillance: Acute med-surg priorities for practical nurses (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-wound-dressing-selection-canada-clinical-judgment-priorities",2184,"""Wound dressings, exudate, and infection surveillance: Clinical judgment and prioritization drills (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-wound-dressing-selection-canada-delegation-ucp-canada",2191,"""Wound dressings, exudate, and infection surveillance: Delegation and unregulated care provider collaboration (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-wound-dressing-selection-canada-documentation-exam-focus",2187,"""Wound dressings, exudate, and infection surveillance: Documentation expectations on Canadian PN exams (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-wound-dressing-selection-canada-home-community-nursing-canada",2194,"""Wound dressings, exudate, and infection surveillance: Home and community care realities for RPN practice (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-wound-dressing-selection-canada-ipac-routine-practices-canada",2183,"""Wound dressings, exudate, and infection surveillance: IPAC routine practices and outbreak language (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-wound-dressing-selection-canada-ltc-ontario-shift-realities",2198,"""Wound dressings, exudate, and infection surveillance: LTC shift realities and resident-centred pacing (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-wound-dressing-selection-canada-medication-safety-mar-canada",2195,"""Wound dressings, exudate, and infection surveillance: Medication safety, MAR checks, and high-alert vigilance (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-wound-dressing-selection-canada-patient-teaching-health-literacy",2189,"""Wound dressings, exudate, and infection surveillance: Patient teaching and health literacy for Canadian PN learners (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-wound-dressing-selection-canada-rex-pn-ngn-item-thinking",2192,"""Wound dressings, exudate, and infection surveillance: REx-PN and NGN-style case thinking (Canadian RPN REx-PN prep)"""
"rex-pn-rpn-wound-dressing-selection-canada-sbar-escalation-canada",2192,"""Wound dressings, exudate, and infection surveillance: SBAR, escalation, and interprofessional handoff discipline (Canadian RPN REx-PN prep)"""